StrainID	Species_Old	Genus_Old	Phylum	GPS	Lat	Long	Associated	General	Specific	Fruits	Fruit.Family	Fruit.Type	Rotting	Plant.Genus	Plant.Species	Common.Name	Other.Associations	Notes	Set	Morpho	SetID	IsoTemp	Specific.Location	State	Collected.By	X	X.1	Species	Subphylum	Genus	gluc_percent
yHRVM226	Zygowilliopsis californica	Zygowilliopsis	Ascomycota	42.866603, -88.336550	42.866603	-88.33655	Plant	Plant Matter	Flower	NA	NA	NA	NA	Taraxacum	Taraxacum sp.	Dandelion	NA	NA	6D1	b	YHRVM_6D1	10	Mukwonago, WI	Wisconsin	Ryan Moriarty	TRUE	yHRVM226	Zygowilliopsis californica	Saccharomycotina	Zygowilliopsis	NA
yHRVM227	Cystofilobasidium infirmominiatum	Cystofilobasidium	Basidiomycota	42.866603, -88.336550	42.866603	-88.33655	Plant	Plant Matter	Flower	NA	NA	NA	NA	Taraxacum	Taraxacum sp.	Dandelion	NA	NA	6D1	c	YHRVM_6D1	10	Mukwonago, WI	Wisconsin	Ryan Moriarty	TRUE	yHRVM227	Cystofilobasidium infirmominatum	Basidiomycota	Cystofilobasidium	NA
yHRVM228	Candida sake	Candida	Ascomycota	34.951681, -82.946213	34.951681	-82.946213	Soil	Sand	Sand	NA	NA	NA	NA	NA	NA	NA	NA	NA	11D4-CS	a	YHRVM_11D4-CS	10	Devil's Fork State Park, SC	South Carolina	CTH parents	TRUE	yHRVM228	Candida sake	Saccharomycotina	Candida	NA
yHRVM229	Candida sake	Candida	Ascomycota	34.951681, -82.946213	34.951681	-82.946213	Soil	Sand	Sand	NA	NA	NA	NA	NA	NA	NA	NA	NA	11D4-CS	b	YHRVM_11D4-CS	10	Devil's Fork State Park, SC	South Carolina	CTH parents	TRUE	yHRVM229	Candida sake	Saccharomycotina	Candida	NA
yHRVM230	Lachancea thermotolerans	Lachancea	Ascomycota	34.951681, -82.946213	34.951681	-82.946213	Plant	Soil	Soil	NA	NA	NA	NA	Rhododendron	Rhododendron sp.	Rhododendron	NA	NA	18D4-CS	a	YHRVM_18D4-CS	10	Devil's Fork State Park, SC	South Carolina	CTH parents	TRUE	yHRVM230	Lachancea thermotolerans	Saccharomycotina	Lachancea	NA
yHRVM231	Kazachstania martiniae	Kazachstania	Ascomycota	34.951681, -82.946213	34.951681	-82.946213	Plant	Soil	Soil	NA	NA	NA	NA	Rhododendron	Rhododendron sp.	Rhododendron	NA	NA	19D4-CS	a	YHRVM_19D4-CS	10	Devil's Fork State Park, SC	South Carolina	CTH parents	TRUE	yHRVM231	Kazachstania martiniae	Saccharomycotina	Kazachstania	NA
yHRVM239	Hanseniaspora sp.	Hanseniaspora	Ascomycota	41.814458, -88.070870	41.814458	-88.07087	Tree	Plant Matter	Pine Cone	NA	NA	NA	NA	Picea	Picea sp.	Spruce	NA	NA	30D4-CS	a	YHRVM_30D4-CS	22	Morton Arboretum, Lisle, IL	Illinois	Goose Island CS	TRUE	yHRVM239	Hanseniaspora sp.	Saccharomycotina	Hanseniaspora	NA
yHRVM24	Torulaspora delbrueckii	Torulaspora	Ascomycota	46.482739, -86.671216	46.482739	-86.671216	Tree	Plant Matter	Plant Matter	NA	NA	NA	NA	Fagus	Fagus sp.	Beech	NA	NA	9CAHD2	a	YHRVM_9CAHD2	22	Grand Island, MI	Michigan	Chris Hittinger, Amanda Hulfachor	TRUE	yHRVM24	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	NA
yHRVM241	Zygowilliopsis californica	Zygowilliopsis	Ascomycota	42.866603, -88.336550	42.866603	-88.33655	Plant	Plant Matter	Flower	NA	NA	NA	NA	Taraxacum	Taraxacum sp.	Dandelion	NA	NA	6D4	a	YHRVM_6D4	22	Mukwonago, WI	Wisconsin	Ryan Moriarty	TRUE	yHRVM241	Zygowilliopsis californica	Saccharomycotina	Zygowilliopsis	NA
yHRVM25	Cryptococcus flavescens	Cryptococcus	Basidiomycota	43.072871, -89.407803	43.072871	-89.407803	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	2D1	c	YHRVM_2D1	22	Madison, WI	Wisconsin	Ryan Moriarty	TRUE	yHRVM25	Cryptococcus flavescens	Basidiomycota	Cryptococcus	NA
yHRVM259	Rhodotorula nothofagi	Rhodotorula	Basidiomycota	43.581633, -90.126748	43.581633	-90.126748	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	9D4	a	YHRVM_9D4	10	LaValle, WI	Wisconsin	Drew Doering	TRUE	yHRVM259	Rhodotorula nothofagi	Basidiomycota	Rhodotorula	NA
yHRVM26	Cyberlindnera fabianii	Cyberlindnera	Ascomycota	46.482739, -86.671216	46.482739	-86.671216	Tree	Plant Matter	Plant Matter	NA	NA	NA	NA	Fagus	Fagus sp.	Beech	NA	NA	11CAHD2	a	YHRVM_11CAHD2	Unknown	Grand Island, MI	Michigan	Chris Hittinger, Amanda Hulfachor	TRUE	yHRVM26	Cyberlindnera fabianii	Saccharomycotina	Cyberlindnera	NA
yHRVM260	Candida sake	Candida	Ascomycota	34.951681, -82.946213	34.951681	-82.946213	Soil	Sand	Sand	NA	NA	NA	NA	NA	NA	NA	NA	NA	11D4-CS	c	YHRVM_11D4-CS	10	Devil's Fork State Park, SC	South Carolina	CTH parents	TRUE	yHRVM260	Candida sake	Saccharomycotina	Candida	NA
yHRVM262	Rhodotorula fujisanensis	Rhodotorula	Basidiomycota	42.034808, -88.292849	42.034808	-88.292849	Tree	Plant Matter	Bark	NA	NA	NA	NA	Betula	Betula sp.	Birch	NA	NA	22D4-CS	d	YHRVM_22D4-CS	10	Elgin, IL	Illinois	Goose Island CS	TRUE	yHRVM262	Rhodotorula fujisanensis	Basidiomycota	Rhodotorula	NA
yHRVM264	Mrakia gelida	Mrakia	Basidiomycota	42.034808, -88.292849	42.034808	-88.292849	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	23D4-CS	d	YHRVM_23D4-CS	10	Elgin, IL	Illinois	Goose Island CS	TRUE	yHRVM264	Mrakia gelida	Basidiomycota	Mrakia	NA
yHRVM265	Phaeoacremonium rubrigenum	Phaeoacremonium	Ascomycota	42.034808, -88.292849	42.034808	-88.292849	Tree	Plant Matter	Bark	NA	NA	NA	NA	Betula	Betula sp.	Birch	NA	NA	22D4-CS	b	YHRVM_22D4-CS	30	Elgin, IL	Illinois	Goose Island CS	TRUE	yHRVM265	Phaeoacremonium rubrigenum	Pezizomycotina	Phaeoacremonium	NA
yHRVM266	Kluyveromyces lactis	Kluyveromyces	Ascomycota	43.812565, -91.208730	43.812565	-91.20873	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus macrocarpa	Bur Oak	NA	NA	2D5	a	YHRVM_2D5	30	Grandad's Bluff, Lacrosse, WI	Wisconsin	Drew Doering	TRUE	yHRVM266	Kluyveromyces lactis	Saccharomycotina	Kluyveromyces	NA
yHRVM267	Kluyveromyces lactis	Kluyveromyces	Ascomycota	43.812565, -91.208730	43.812565	-91.20873	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus macrocarpa	Bur Oak	NA	NA	2D5	b	YHRVM_2D5	30	Grandad's Bluff, Lacrosse, WI	Wisconsin	Drew Doering	TRUE	yHRVM267	Kluyveromyces lactis	Saccharomycotina	Kluyveromyces	NA
yHRVM270	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.983207, -123.094710	43.983207	-123.09471	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Bracket Fungus	NA	NA	16D5	a	YHRVM_16D5	30	Spencer's Butte, Eugene, OR	Oregon	Quinn Langdon	TRUE	yHRVM270	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	NA
yHRVM271	Kluyveromyces lactis	Kluyveromyces	Ascomycota	43.812565, -91.208730	43.812565	-91.20873	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus macrocarpa	Bur Oak	NA	NA	2D5	a	YHRVM_2D5	22	Grandad's Bluff, Lacrosse, WI	Wisconsin	Drew Doering	TRUE	yHRVM271	Kluyveromyces lactis	Saccharomycotina	Kluyveromyces	NA
yHRVM272	Kluyveromyces lactis	Kluyveromyces	Ascomycota	43.812565, -91.208730	43.812565	-91.20873	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus macrocarpa	Bur Oak	NA	NA	2D5	b	YHRVM_2D5	22	Grandad's Bluff, Lacrosse, WI	Wisconsin	Drew Doering	TRUE	yHRVM272	Kluyveromyces lactis	Saccharomycotina	Kluyveromyces	NA
yHRVM273	Kluyveromyces lactis	Kluyveromyces	Ascomycota	43.812565, -91.208730	43.812565	-91.20873	Tree	Plant Matter	Bark	NA	NA	NA	NA	Carya	Carya ovata	Shabark Hickory	NA	NA	3D5	a	YHRVM_3D5	22	Grandad's Bluff, Lacrosse, WI	Wisconsin	Drew Doering	TRUE	yHRVM273	Kluyveromyces lactis	Saccharomycotina	Kluyveromyces	NA
yHRVM274	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.983207, -123.094710	43.983207	-123.09471	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Bracket Fungus	NA	NA	16D5	a	YHRVM_16D5	22	Spencer's Butte, Eugene, OR	Oregon	Quinn Langdon	TRUE	yHRVM274	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	NA
yHRVM275	Nakazawaea populi	Nakazawaea	Ascomycota	43.812565, -91.208730	43.812565	-91.20873	Plant	Plant Matter	Plant Matter	NA	NA	NA	NA	Populus	Populus sp.	Cottonwood	Moss	NA	4D5	a	YHRVM_4D5	22	Grandad's Bluff, Lacrosse, WI	Wisconsin	Drew Doering	TRUE	yHRVM275	Nakazawaea anatomiae/populi sp. complex	Saccharomycotina	Nakazawaea	NA
yHRVM276	Kazachstania servazzii	Kazachstania	Ascomycota	43.983207, -123.094710	43.983207	-123.09471	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	14D5	a	YHRVM_14D5	22	Spencer's Butte, Eugene, OR	Oregon	Quinn Langdon	TRUE	yHRVM276	Kazachstania servazzii	Saccharomycotina	Kazachstania	NA
yHRVM277	Pichia scaptomyzae	Pichia	Ascomycota	34.951681, -82.946213	34.951681	-82.946213	Soil	Sand	Sand	NA	NA	NA	NA	NA	NA	NA	NA	NA	11D4-CS	b	YHRVM_11D4-CS	30	Devil's Fork State Park, SC	South Carolina	CTH parents	TRUE	yHRVM277	Pichia scaptomyzae	Saccharomycotina	Pichia	NA
yHRVM279	Kazachstania servazzii	Kazachstania	Ascomycota	43.983207, -123.094710	43.983207	-123.09471	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	14D5	a	YHRVM_14D5	30	Spencer's Butte, Eugene, OR	Oregon	Quinn Langdon	TRUE	yHRVM279	Kazachstania servazzii	Saccharomycotina	Kazachstania	NA
yHRVM28	Saccharomyces cerevisiae	Saccharomyces	Ascomycota	46.482739, -86.671216	46.482739	-86.671216	Tree	Plant Matter	Plant Matter	NA	NA	NA	NA	Fagus	Fagus sp.	Beech	NA	NA	8CAHD2	b	YHRVM_8CAHD2	30	Grand Island, MI	Michigan	Chris Hittinger, Amanda Hulfachor	TRUE	yHRVM28	Saccharomyces cerevisiae	Saccharomycotina	Saccharomyces	NA
yHRVM280	Mrakia gelida	Mrakia	Basidiomycota	42.866603, -88.336550	42.866603	-88.33655	Tree	Plant Matter	Fruit	Crabapple	Rosaceae	Pome	NA	Malus	Malus sp.	Crabapple	NA	NA	8D4	a	YHRVM_8D4	10	Mukwonago, WI	Wisconsin	Ryan Moriarty	TRUE	yHRVM280	Mrakia gelida	Basidiomycota	Mrakia	NA
yHRVM281	Mrakia gelida	Mrakia	Basidiomycota	42.866603, -88.336550	42.866603	-88.33655	Tree	Plant Matter	Fruit	Crabapple	Rosaceae	Pome	NA	Malus	Malus sp.	Crabapple	NA	NA	8D4	b	YHRVM_8D4	10	Mukwonago, WI	Wisconsin	Ryan Moriarty	TRUE	yHRVM281	Mrakia gelida	Basidiomycota	Mrakia	NA
yHRVM282	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	42.866603, -88.336550	42.866603	-88.33655	Tree	Plant Matter	Fruit	Crabapple	Rosaceae	Pome	NA	Malus	Malus sp.	Crabapple	NA	NA	8D4	c	YHRVM_8D4	10	Mukwonago, WI	Wisconsin	Ryan Moriarty	TRUE	yHRVM282	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	NA
yHRVM284	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	41.542595, -87.682994	41.542595	-87.682994	Soil	Soil/Plant Matter	Duff	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	25D4-CS	b	YHRVM_25D4-CS	10	Flossmoor, IL	Illinois	Goose Island CS	TRUE	yHRVM284	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	NA
yHRVM285	Mrakia blollopsis	Mrakia	Basidiomycota	41.814458, -88.070870	41.814458	-88.07087	Tree	Plant Matter	Pine Cone	NA	NA	NA	NA	Picea	Picea sp.	Spruce	NA	NA	30D4-CS	a	YHRVM_30D4-CS	10	Morton Arboretum, Lisle, IL	Illinois	Goose Island CS	TRUE	yHRVM285	Mrakia blollopis	Basidiomycota	Mrakia	NA
yHRVM286	Mrakia blollopsis	Mrakia	Basidiomycota	41.814458, -88.070870	41.814458	-88.07087	Tree	Plant Matter	Pine Cone	NA	NA	NA	NA	Picea	Picea sp.	Spruce	NA	NA	30D4-CS	b	YHRVM_30D4-CS	10	Morton Arboretum, Lisle, IL	Illinois	Goose Island CS	TRUE	yHRVM286	Mrakia blollopis	Basidiomycota	Mrakia	NA
yHRVM288	Aureobasidium pullulans	Aureobasidium	Ascomycota	47.103651, -122.707960	47.103651	-122.70796	Plant	Plant Matter	Fruit	Blackberry	Rosaceae	Drupe	NA	Rubus	Rubus ursinus	Blackberry	NA	NA	6D5	a	YHRVM_6D5	22	Nisqually North Refuge, Olympia, WA	Washington	Quinn Langdon	TRUE	yHRVM288	Aureobasidium pullulans	Pezizomycotina	Aureobasidium	NA
yHRVM29	Pichia manshurica	Pichia	Ascomycota	43.074376, -89.410549	43.074376	-89.410549	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	4D2	b	YHRVM_4D2	30	Madison	Wisconsin	S. Smead	TRUE	yHRVM29	Pichia manshurica	Saccharomycotina	Pichia	NA
yHRVM290	Nakazawaea holstii	Nakazawaea	Ascomycota	47.291441, -122.302015	47.291441	-122.302015	Tree	Fungus	Fungus	NA	NA	NA	NA	Pseudotsuga	Pseudotsuga menziesii	Douglas Fir	Fungus	NA	11D5	a	YHRVM_11D5	22	Rhodentron  Species Botanical Garden, Olympia, WA	Washington	Quinn Langdon	TRUE	yHRVM290	Nakazawaea holstii	Saccharomycotina	Nakazawaea	NA
yHRVM291	Torulaspora delbrueckii	Torulaspora	Ascomycota	41.542595, -87.682994	41.542595	-87.682994	Soil	Soil/Plant Matter	Duff	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	25D4-CS	a	YHRVM_25D4-CS	10	Flossmoor, IL	Illinois	Goose Island CS	TRUE	yHRVM291	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	NA
yHRVM292	Metschnikowia pulcherrima	Metschnikowia	Ascomycota	41.814458, -88.070870	41.814458	-88.07087	Tree	Plant Matter	Pine Cone	NA	NA	NA	NA	Picea	Picea sp.	Spruce	NA	NA	30D4-CS	c	YHRVM_30D4-CS	10	Morton Arboretum, Lisle, IL	Illinois	Goose Island CS	TRUE	yHRVM292	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	NA
yHRVM293	Mrakia blollopsis	Mrakia	Basidiomycota	42.135106, -87.758928	42.135106	-87.758928	Plant	Soil	Soil	NA	NA	NA	NA	Rudbeckia	Rudbeckia hirta	Black-eyed-Susan	NA	NA	33D4-CS	b	YHRVM_33D4-CS	10	Glencoe, IL	Illinois	Goose Island CS	TRUE	yHRVM293	Mrakia blollopis	Basidiomycota	Mrakia	NA
yHRVM294	Rhodotorula nothofagi	Rhodotorula	Basidiomycota	43.812565, -91.208730	43.812565	-91.20873	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Quercus	Quercus macrocarpa	Bur Oak	NA	NA	1D5	a	YHRVM_1D5	10	Grandad's Bluff, Lacrosse, WI	Wisconsin	Drew Doering	TRUE	yHRVM294	Rhodotorula nothofagi	Basidiomycota	Rhodotorula	NA
yHRVM296	Kluyveromyces lactis	Kluyveromyces	Ascomycota	43.812565, -91.208730	43.812565	-91.20873	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus macrocarpa	Bur Oak	NA	NA	2D5	b	YHRVM_2D5	10	Grandad's Bluff, Lacrosse, WI	Wisconsin	Drew Doering	TRUE	yHRVM296	Kluyveromyces lactis	Saccharomycotina	Kluyveromyces	NA
yHRVM298	Cryptococcus flavescens	Cryptococcus	Basidiomycota	47.103651, -122.707960	47.103651	-122.70796	Plant	Plant Matter	Fruit	Salmonberry	Rosaceae	Drupe	NA	Rubus	Rubus spectabilis	Salmonberry	NA	NA	5D5	a	YHRVM_5D5	10	Nisqually North Refuge, Olympia, WA	Washington	Quinn Langdon	TRUE	yHRVM298	Cryptococcus flavescens	Basidiomycota	Cryptococcus	NA
yHRVM299	Kwoniella shandongensis	Kwoniella	Basidiomycota	47.103651, -122.707960	47.103651	-122.70796	Plant	Plant Matter	Fruit	Salmonberry	Rosaceae	Drupe	NA	Rubus	Rubus spectabilis	Salmonberry	NA	NA	5D5	b	YHRVM_5D5	10	Nisqually North Refuge, Olympia, WA	Washington	Quinn Langdon	TRUE	yHRVM299	Kwoniella shandongensis	Basidiomycota	Kwoniella	NA
yHRVM300	Cryptococcus saitoi	Cryptococcus	Basidiomycota	47.103651, -122.707960	47.103651	-122.70796	Plant	Plant Matter	Fruit	Thimbleberry	Rosaceae	Drupe	NA	Rubus	Rubus parviflorus	Thimbleberry	NA	NA	7D5	a	YHRVM_7D5	10	Nisqually North Refuge, Olympia, WA	Washington	Quinn Langdon	TRUE	yHRVM300	Cryptococcus saitoi	Basidiomycota	Cryptococcus	NA
yHRVM303	Naganishia friedmannii	Naganishia	Basidiomycota	47.103651, -122.707960	47.103651	-122.70796	Plant	Plant Matter	Fruit	Thimbleberry	Rosaceae	Drupe	NA	Rubus	Rubus parviflorus	Thimbleberry	NA	NA	7D5	b	YHRVM_7D5	30	Nisqually North Refuge, Olympia, WA	Washington	Quinn Langdon	TRUE	yHRVM303	Naganishia friedmannii	Basidiomycota	Naganishia	NA
yHRVM304	Aureobasidium pullulans	Aureobasidium	Ascomycota	47.103651, -122.707960	47.103651	-122.70796	Plant	Plant Matter	Plant Matter	NA	NA	NA	NA	Populus	Populus sp.	Cottonwood	Moss	NA	4D5	a	YHRVM_4D5	22	Nisqually North Refuge, Olympia, WA	Washington	Quinn Langdon	TRUE	yHRVM304	Aureobasidium pullulans	Pezizomycotina	Aureobasidium	NA
yHRVM305	Cryptococcus victoriae	Cryptococcus	Basidiomycota	47.103651, -122.707960	47.103651	-122.70796	Plant	Plant Matter	Fruit	Salmonberry	Rosaceae	Drupe	NA	Rubus	Rubus spectabilis	Salmonberry	NA	NA	5D5	a	YHRVM_5D5	10	Nisqually North Refuge, Olympia, WA	Washington	Quinn Langdon	TRUE	yHRVM305	Cryptococcus victoriae	Basidiomycota	Cryptococcus	NA
yHRVM306	Metschnikowia chrysoperlae	Metschnikowia	Ascomycota	43.983207, -123.094710	43.983207	-123.09471	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Bracket Fungus	NA	NA	16D5	a	YHRVM_16D5	10	Spencer's Butte, Eugene, OR	Oregon	Quinn Langdon	TRUE	yHRVM306	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	NA
yHRVM307	Metschnikowia chrysoperlae	Metschnikowia	Ascomycota	43.983207, -123.094710	43.983207	-123.09471	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Bracket Fungus	NA	NA	16D5	b	YHRVM_16D5	10	Spencer's Butte, Eugene, OR	Oregon	Quinn Langdon	TRUE	yHRVM307	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	NA
yHRVM308	Kuraishia capsulata	Kuraishia	Ascomycota	47.291441, -122.302015	47.291441	-122.302015	Plant	Plant Matter	Fruit	Salal berry	Ericaceae	Berry	NA	Gaultheria	Gaultheria shallon	Salal	NA	NA	13D5	a	YHRVM_13D5	30	Rhodentron  Species Botanical Garden, Olympia, WA	Washington	Quinn Langdon	TRUE	yHRVM308	Kuraishia molischiana	Saccharomycotina	Kuraishia	NA
yHRVM309	Kuraishia capsulata	Kuraishia	Ascomycota	47.291441, -122.302015	47.291441	-122.302015	Plant	Plant Matter	Fruit	Salal berry	Ericaceae	Berry	NA	Gaultheria	Gaultheria shallon	Salal	NA	NA	13D5	b	YHRVM_13D5	30	Rhodentron  Species Botanical Garden, Olympia, WA	Washington	Quinn Langdon	TRUE	yHRVM309	Kuraishia molischiana	Saccharomycotina	Kuraishia	NA
yHRVM31	Debaryomyces sp.	Debaryomyces	Ascomycota	46.482739, -86.671216	46.482739	-86.671216	Miscellaneous	Miscellaneous	Sawdust	NA	NA	NA	NA	NA	NA	NA	NA	NA	3CAHD2	a	YHRVM_3CAHD2	30	Grand Island, MI	Michigan	Chris Hittinger, Amanda Hulfachor	TRUE	yHRVM31	Debaryomyces sp.	Saccharomycotina	Debaryomyces	NA
yHRVM310	Sugiyamaella paludigena	Sugiyamaella	Ascomycota	43.983207, -123.094710	43.983207	-123.09471	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Bracket Fungus	NA	NA	15D5	a	YHRVM_15D5	30	Spencer's Butte, Eugene, OR	Oregon	Quinn Langdon	TRUE	yHRVM310	Sugiyamaella paludigena	Saccharomycotina	Sugiyamaella	NA
yHRVM311	Piskurozyma taiwanensis	Piskurozyma	Basidiomycota	43.812565, -91.208730	43.812565	-91.20873	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Quercus	Quercus macrocarpa	Bur Oak	NA	NA	1D5	b	YHRVM_1D5	10	Grandad's Bluff, Lacrosse, WI	Wisconsin	Drew Doering	TRUE	yHRVM311	Piskurozyma taiwanensis	Basidiomycota	Piskurozyma	NA
yHRVM312	Candida railenensis	Candida	Ascomycota	43.812565, -91.208730	43.812565	-91.20873	Tree	Plant Matter	Bark	NA	NA	NA	NA	Carya	Carya ovata	Shabark Hickory	NA	NA	3D5	a	YHRVM_3D5	10	Grandad's Bluff, Lacrosse, WI	Wisconsin	Drew Doering	TRUE	yHRVM312	Candida railenensis	Saccharomycotina	Candida	NA
yHRVM313	Piskurozyma taiwanensis	Piskurozyma	Basidiomycota	47.103651, -122.707960	47.103651	-122.70796	Plant	Plant Matter	Plant Matter	NA	NA	NA	NA	Populus	Populus sp.	Cottonwood	Moss	NA	4D5	b	YHRVM_4D5	10	Nisqually North Refuge, Olympia, WA	Washington	Quinn Langdon	TRUE	yHRVM313	Piskurozyma taiwanensis	Basidiomycota	Piskurozyma	NA
yHRVM314	Candida railenensis	Candida	Ascomycota	47.291441, -122.302015	47.291441	-122.302015	Tree	Plant Matter	Sap	NA	NA	NA	NA	Pseudotsuga	Pseudotsuga menziesii	Douglas Fir	NA	NA	9D5	a	YHRVM_9D5	10	Rhodentron  Species Botanical Garden, Olympia, WA	Washington	Quinn Langdon	TRUE	yHRVM314	Candida railenensis	Saccharomycotina	Candida	NA
yHRVM315	Candida railenensis	Candida	Ascomycota	43.983207, -123.094710	43.983207	-123.09471	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	14D5	a	YHRVM_14D5	10	Spencer's Butte, Eugene, OR	Oregon	Quinn Langdon	TRUE	yHRVM315	Candida railenensis	Saccharomycotina	Candida	NA
yHRVM319	Candida railenensis	Candida	Ascomycota	47.291441, -122.302015	47.291441	-122.302015	Plant	Plant Matter	Fruit	Salal berry	Ericaceae	Berry	NA	Gaultheria	Gaultheria shallon	Salal	NA	NA	13D5	a	YHRVM_13D5	10	Rhodentron  Species Botanical Garden, Olympia, WA	Washington	Quinn Langdon	TRUE	yHRVM319	Candida railenensis	Saccharomycotina	Candida	NA
yHRVM320	Leucosporidium scottii	Leucosporidium	Basidiomycota	47.291441, -122.302015	47.291441	-122.302015	Tree	Fungus	Fungus	NA	NA	NA	NA	Pseudotsuga	Pseudotsuga menziesii	Douglas Fir	Fungus	NA	11D5	a	YHRVM_11D5	10	Rhodentron  Species Botanical Garden, Olympia, WA	Washington	Quinn Langdon	TRUE	yHRVM320	Leucosporidium scottii	Basidiomycota	Leucosporidium	NA
yHRVM321	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	47.291441, -122.302015	47.291441	-122.302015	Tree	Fungus	Fungus	NA	NA	NA	NA	Pseudotsuga	Pseudotsuga menziesii	Douglas Fir	Fungus	NA	11D5	b	YHRVM_11D5	10	Rhodentron  Species Botanical Garden, Olympia, WA	Washington	Quinn Langdon	TRUE	yHRVM321	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	NA
yHRVM322	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	43.983207, -123.094710	43.983207	-123.09471	Tree	Soil	Soil	NA	NA	NA	NA	Alnus	Alnus sp.	Alder	NA	NA	17D5	a	YHRVM_17D5	10	Spencer's Butte, Eugene, OR	Oregon	Quinn Langdon	TRUE	yHRVM322	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	NA
yHRVM324	Aureobasidium pullulans	Aureobasidium	Ascomycota	47.103651, -122.707960	47.103651	-122.70796	Plant	Plant Matter	Fruit	Salmonberry	Rosaceae	Drupe	NA	Rubus	Rubus spectabilis	Salmonberry	NA	NA	5D5	a	YHRVM_5D5	22	Nisqually North Refuge, Olympia, WA	Washington	Quinn Langdon	TRUE	yHRVM324	Aureobasidium pullulans	Pezizomycotina	Aureobasidium	NA
yHRVM325	Sugiyamaella paludigena	Sugiyamaella	Ascomycota	43.983207, -123.094710	43.983207	-123.09471	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Bracket Fungus	NA	NA	15D5	a	YHRVM_15D5	22	Spencer's Butte, Eugene, OR	Oregon	Quinn Langdon	TRUE	yHRVM325	Sugiyamaella paludigena	Saccharomycotina	Sugiyamaella	NA
yHRVM33	Saccharomyces paradoxus	Saccharomyces	Ascomycota	46.482739, -86.671216	46.482739	-86.671216	Tree	Plant Matter	Plant Matter	NA	NA	NA	NA	Fagus	NA	Beech	NA	NA	10CAHD2	a	YHRVM_10CAHD2	30	Grand Island, MI	Michigan	Chris Hittinger, Amanda Hulfachor 	TRUE	yHRVM33	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces	NA
yHRVM34	Debaryomyces sp.	Debaryomyces	Ascomycota	46.482739, -86.671216	46.482739	-86.671216	Miscellaneous	Miscellaneous	Sawdust	NA	NA	NA	NA	NA	NA	NA	NA	NA	3CAHD2	a	YHRVM_3CAHD2	22	Grand Island, MI	Michigan	Chris Hittinger, Amanda Hulfachor 	TRUE	yHRVM34	Schwanniomyces vanrijiae	Saccharomycotina	Schwanniomyces	NA
