StrainID	OTU	Phylum	Subphylum	Lattitude	Longitude	Sample Substrate Type	Substrate Genus	Substrate Species	Substrate Common Name	Sample ID	Isolation Temp (deg. C)	Enrichment Media Glucose %	State	Collected By
yHKS501	Saccharomyces cerevisiae	Ascomycota	Saccharomycotina	47.855571	-121.971572	Fruit	Rubus	Rubus sp.	Blackberry	YHKS_#191	30	8	Washington	Emily Baker
yHKS513	Saccharomyces cerevisiae	Ascomycota	Saccharomycotina	47.855571	-121.971572	Fruit	Rubus	Rubus sp.	Blackberry	YHKS_#190	22	8	Washington	Emily Baker
yHKS734	Saccharomyces cerevisiae	Ascomycota	Saccharomycotina	36.023225	-80.303844	Sand	Quercus	Quercus prinus	Chestnut Oak	YHKS_#261	30	8	North Carolina	Leslie Shown
yHKS737	Saccharomyces cerevisiae	Ascomycota	Saccharomycotina	36.023225	-80.303844	Duff	Oxydendrum	Oxydendrum arboreum	Sourwood	YHKS_#264	30	8	North Carolina	Leslie Shown
yHKS742	Saccharomyces cerevisiae	Ascomycota	Saccharomycotina	36.023225	-80.303844	Duff	Prunus	Prunus sp.	NA	YHKS_#267	30	8	North Carolina	Leslie Shown
yHKS743	Saccharomyces cerevisiae	Ascomycota	Saccharomycotina	36.023225	-80.303844	Sand	Carya	Carya glabra	Pignit Hickory	YHKS_#268	30	8	North Carolina	Leslie Shown
yHKS749	Saccharomyces cerevisiae	Ascomycota	Saccharomycotina	36.023225	-80.303844	Sand	Sumac	Sumac sp.	Sumac sp.	YHKS_#272	30	8	North Carolina	Leslie Shown
yHKS751	Saccharomyces cerevisiae	Ascomycota	Saccharomycotina	36.023225	-80.303844	Soil	Liriodendron	Liriodendron tulipifera	Tulip Poplar	YHKS_#275	30	8	North Carolina	Leslie Shown
yHKS772	Saccharomyces cerevisiae	Ascomycota	Saccharomycotina	36.023225	-80.303844	Sand	Sumac	Sumac sp.	Sumac sp.	YHKS_#272	22	8	North Carolina	Leslie Shown
yHKS774	Saccharomyces cerevisiae	Ascomycota	Saccharomycotina	36.023225	-80.303844	Soil	Liriodendron	Liriodendron tulipifera	Tulip Poplar	YHKS_#275	22	8	North Carolina	Leslie Shown
yHQL346	Saccharomyces cerevisiae	Ascomycota	Saccharomycotina	42.013309	-89.890341	Soil	Morus	Morus alba	White Mulberry	YHQL_AS#11	22	8	Illinois	Angela Sheddan
yHQL371	Saccharomyces cerevisiae	Ascomycota	Saccharomycotina	42.013309	-89.890341	Soil	NA	NA	NA	YHQL_AS#15	30	8	Illinois	Angela Sheddan
yHRVM127	Saccharomyces cerevisiae	Ascomycota	Saccharomycotina	42.866603	-88.33655	Soil	NA	NA	NA	YHRVM_1D4	30	8	Wisconsin	Ryan Moriarty
yHRVM128	Saccharomyces cerevisiae	Ascomycota	Saccharomycotina	42.866603	-88.33655	Soil	Hosta	Hosta sp.	Hosta	YHRVM_2D4	30	8	Wisconsin	Ryan Moriarty
yHRVM132	Saccharomyces cerevisiae	Ascomycota	Saccharomycotina	34.951681	-82.946213	Soil	Quercus	Quercus sp.	Oak	YHRVM_17D4-CS	30	8	South Carolina	CTH parents
yHRVM155	Saccharomyces cerevisiae	Ascomycota	Saccharomycotina	34.951681	-82.946213	Soil	Rhododendron	Rhododendron sp.	Rhododendron	YHRVM_18D4-CS	22	8	South Carolina	CTH parents
yHRVM175	Saccharomyces cerevisiae	Ascomycota	Saccharomycotina	34.951681	-82.946213	Soil	Rhododendron	Rhododendron sp.	Rhododendron	YHRVM_18D4-CS	22	8	South Carolina	CTH parents
yHRVM176	Saccharomyces cerevisiae	Ascomycota	Saccharomycotina	42.043441	-88.004581	Leaves	Unknown	Unknown	Unknown	YHRVM_23D4-CS	22	8	Illinois	Goose Island CS
yHRVM223	Saccharomyces cerevisiae	Ascomycota	Saccharomycotina	42.866603	-88.33655	Soil	Hosta	Hosta sp.	Hosta	YHRVM_2D4	10	8	Wisconsin	Ryan Moriarty
yHRVM28	Saccharomyces cerevisiae	Ascomycota	Saccharomycotina	46.482739	-86.671216	Plant Matter	Fagus	Fagus sp.	Beech	YHRVM_8CAHD2	30	8	Michigan	"Chris Hittinger, Amanda Hulfachor"
yHRVM85	Saccharomyces cerevisiae	Ascomycota	Saccharomycotina	37.505725	-76.39895	Soil	Quercus	Quercus alba	White Oak	YHRVM_13D3	22	8	Virginia	D. Leith Nye
yHKB275	Saccharomyces cerevisiae	Ascomycota	Saccharomycotina	34.9529	-82.9476	Soil/Plant Matter	Quercus	Quercus sp.	Oak	YHKB_GLSC4	22	0.8	South Carolina	NA
yHKB296	Saccharomyces cerevisiae	Ascomycota	Saccharomycotina	34.9529	-82.9476	Soil/Plant Matter	Quercus	Quercus sp.	Oak	YHKB_GLSC4	22	0.8	South Carolina	NA
yHKB305	Saccharomyces cerevisiae	Ascomycota	Saccharomycotina	35.6745	-90.0998	Soil	Unknown	Unknown	Unknown	YHKB_RT21	30	0.8	Arkansas	Kelly Buh
yHKB310	Saccharomyces cerevisiae	Ascomycota	Saccharomycotina	35.6745	-90.0998	Soil	NA	NA	NA	YHKB_RT21	30	0.8	Arkansas	Kelly Buh
yHKB326	Saccharomyces cerevisiae	Ascomycota	Saccharomycotina	29.4241	-98.4936	Soil/Grass	Unknown	Unknown	Unknown	YHKB_RT12	22	0.8	Texas	Kelly Buh
yHKB5	Saccharomyces cerevisiae	Ascomycota	Saccharomycotina	34.888	-84.436	Soil	Unknown	Unknown	Unknown	YHKB_AK4A	30	0.8	Georgia	Kurt and Anna (Quinn's friends)
yHKS210	Saccharomyces eubayanus	Ascomycota	Saccharomycotina	43.695818	-87.718146	Bark	Fagus	Fagus grandifolia	American Beech	YHKS_#56	10	8	Wisconsin	Kayla Sylvester
yHKS211	Saccharomyces eubayanus	Ascomycota	Saccharomycotina	43.695818	-87.718146	Bark	Fagus	Fagus grandifolia	American Beech	YHKS_#56	10	8	Wisconsin	Kayla Sylvester
yHKS212	Saccharomyces eubayanus	Ascomycota	Saccharomycotina	43.695818	-87.718146	Bark	Acer	Acer sp.	Maple	YHKS_#57	10	8	Wisconsin	Kayla Sylvester
yHKS509	Saccharomyces eubayanus	Ascomycota	Saccharomycotina	47.855571	-121.971572	Bark	Cedrus	Cedrus sp.	Cedar	YHKS_#186	22	8	Washington	Emily Baker
yHKS576	Saccharomyces eubayanus	Ascomycota	Saccharomycotina	43.695741	-87.718414	Bark	Acer	Acer saccharum	Sugar Maple	YHKS_#226	22	8	Wisconsin	Kayla Sylvester
yHKS689	Saccharomyces eubayanus	Ascomycota	Saccharomycotina	43.695741	-87.718414	Bark	Acer	Acer saccharum	Sugar Maple	YHKS_#226	10	8	Wisconsin	Kayla Sylvester
yHKS694	Saccharomyces eubayanus	Ascomycota	Saccharomycotina	43.695741	-87.718414	Bark	Acer	Acer saccharum	Sugar Maple	YHKS_#229	10	8	Wisconsin	Kayla Sylvester
yHRVM107	Saccharomyces eubayanus	Ascomycota	Saccharomycotina	35.992857	-78.890414	Bark	Unknown	Unknown	Unknown	YHRVM_16D3	10	8	North Carolina	Christina Kuang
yHRVM108	Saccharomyces eubayanus	Ascomycota	Saccharomycotina	35.992857	-78.890414	Soil	NA	NA	NA	YHRVM_17D3	10	8	North Carolina	Christina Kuang
yHRVM83	Saccharomyces eubayanus	Ascomycota	Saccharomycotina	47.861132	-122.060318	Leaves	Unknown	Unknown	Unknown	YHRVM_4D3	22	8	Washington	Emily Baker
yHKB268	Saccharomyces eubayanus	Ascomycota	Saccharomycotina	34.9529	-82.9476	Soil	Pinus	Pinus sp.	Pine	YHKB_GLSC3	22	0.8	South Carolina	NA
yHKB35	Saccharomyces eubayanus	Ascomycota	Saccharomycotina	36.0999	-80.2442	Soil	Juniperus	Juniperus virginiana	Eastern Red Cedar	YHKB_19G	22	0.8	North Carolina	Leslie Shown
yHMJ606	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	43.761667	-71.668611	Fungus	Unknown	Unknown	Bracket Fungus	YHMJ_60	22	unknown	New Hampshire	C. T. Hittinger
yHRM48	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	NA	NA	Soil	Quercus	Quercus sp.	Oak	YHRM_1.2	22	8	Oregon	Quinn
yHRM69	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	NA	NA	Soil	NA	NA	NA	YHRM_3_R_11	22	8	Wisconsin	RM
yHRM71	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	NA	NA	Soil	NA	NA	NA	YHRM_3_R_16	22	8	Wisconsin	RM
yHRM73	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	NA	NA	Soil	NA	NA	NA	YHRM_3_R_18	22	8	Wisconsin	RM
yHAB204	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	46.603602	-85.206239	Soil	Tsuga	Tsuga sp.	Hemlock	YHAB_2.22	30	8	Michigan	ABH/CTH
yHKS10	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	43.134054	-88.222331	Leaves	Malus	Malus coronaria	Crabapple	YHKS_#15	30	8	Wisconsin	Kayla Sylvester
yHKS223	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	43.567496	-72.289615	Soil	Fagus	Fagus grandifolia	American Beech	YHKS_#104	30	8	New Hampshire	Alysha Heimberg
yHKS224	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	43.567496	-72.289615	Soil	Fagus	Fagus grandifolia	American Beech	YHKS_#105	30	8	New Hampshire	Alysha Heimberg
yHKS225	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	43.567496	-72.289615	Soil	Betula	Betula papyrifera	White Birch	YHKS_#111	30	8	New Hampshire	Alysha Heimberg
yHKS226	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	43.567496	-72.289615	Soil	Betula	Betula populifolia	Grey Birch	YHKS_#112	30	8	New Hampshire	Alysha Heimberg
yHKS246	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	43.567496	-72.289615	Soil	Fagus	Fagus grandifolia	American Beech	YHKS_#102	22	8	New Hampshire	Alysha Heimberg
yHKS248	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	43.567496	-72.289615	Soil	Fagus	Fagus grandifolia	American Beech	YHKS_#105	22	8	New Hampshire	Alysha Heimberg
yHKS253	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	43.567496	-72.289615	Soil	Betula	Betula populifolia	Grey Birch	YHKS_#112	22	8	New Hampshire	Alysha Heimberg
yHKS254	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	43.567496	-72.289615	Soil	Betula	Betula papyrifera	White Birch	YHKS_#114	22	8	New Hampshire	Alysha Heimberg
yHKS267	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	38.92749	-92.348921	Soil	Quercus	Quercus alba	White Oak	YHKS_#6M	10	8	Missouri	William Alexander
yHKS306	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	43.567496	-72.289615	Soil	Fagus	Fagus grandifolia	American Beech	YHKS_#105	10	8	New Hampshire	Alysha Heimberg
yHKS320	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	43.695741	-87.718414	Bark	Acer	Acer saccharum	Sugar Maple	YHKS_#134	30	8	Wisconsin	Kayla Sylvester
yHKS5	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	43.331551	-88.290378	Bark	NA	NA	NA	YHKS_#17	30	8	Wisconsin	Kayla Sylvester
yHKS54	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	40.196441	-92.579533	Soil	Quercus	Quercus alba	White Oak	YHKS_#2M	30	8	Missouri	William Alexander
yHKS579	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	43.695741	-87.718414	Bark	Acer	Acer saccharum	Sugar Maple	YHKS_#224	30	8	Wisconsin	Kayla Sylvester
yHKS58	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	38.92749	-92.348921	Soil	Quercus	Quercus alba	White Oak	YHKS_#6M	30	8	Missouri	William Alexander
yHKS602	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	43.695741	-87.718414	Soil	Fagus	Fagus grandifolia	American Beech	YHKS_#233	22	8	Wisconsin	Kayla Sylvester
yHKS613	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	43.695741	-87.718414	Bark	Betula	Betula papyrifera	White Birch	YHKS_#246	22	8	Wisconsin	Kayla Sylvester
yHKS69	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	40.196441	-92.579533	Soil	Quercus	Quercus alba	White Oak	YHKS_#1M	30	8	Missouri	William Alexander
yHKS71	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	38.951813	-92.336335	Soil	Acer	Acer sp.	Maple	YHKS_#5M	30	8	Missouri	William Alexander
yHKS752	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	36.023225	-80.303844	Soil/Grass/Twigs	Diospryos	Diospryos sp.	Diospryos sp.	YHKS_#276	30	8	North Carolina	Leslie Shown
yHKS753	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	36.023225	-80.303844	Duff	Ulmus	Ulmus americana	American Elm	YHKS_#277	30	8	North Carolina	Leslie Shown
yHKS776	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	36.023225	-80.303844	Duff	Ulmus	Ulmus americana	American Elm	YHKS_#277	22	8	North Carolina	Leslie Shown
yHQL231	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	43.025855	-89.844325	Fungus	Ostrya	Ostrya virginiana	American hophornbeam	YHQL_3	30	8	Wisconsin	Sarah Wright
yHQL237	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	43.025855	-89.844325	Bark	Ostrya	Ostrya virginiana	American hophornbeam	YHQL_7	30	8	Wisconsin	Sarah Wright
yHQL297	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	39.871665	-79.492928	Lichen	Unknown	Unknown	Unknown	YHQL_QL#12	30	8	Pennsylvania	Scott Zasadil
yHQL316	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	39.871665	-79.492928	Lichen	Unknown	Unknown	Unknown	YHQL_QL#12	22	8	Pennsylvania	info needed
yHQL418	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	39.46775	-123.156111	Flotsam	NA	NA	NA	YHQL_QL#27	22	8	California	Harry Iwatsuki
yHQL442	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	37.626981	-119.635941	Needles	Pinus	Pinus lambertiana	Sugar Pine	YHQL_QL#20	10	8	California	Bill Vagt
yHQL457	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	40.396	-80.13	Soil	NA	NA	NA	YHQL_KS#288	10	8	Pennsylvania	Zasadil
yHQL496	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	37.626981	-119.635941	Needles	Pinus	Pinus lambertiana	Sugar Pine	YHQL_QL#20	10	8	California	Bill Vagt
yHQL675	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	44.837907	-88.33176	Compost	NA	NA	NA	YHQL_9	30	8	Wisconsin	"Sorlie, Lisa"
yHQL689	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	44.837907	-88.33176	Compost	NA	NA	NA	YHQL_9	22	8	Wisconsin	"Sorlie, Lisa"
yHRVM147	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	42.866603	-88.33655	Soil	NA	NA	NA	YHRVM_1D4	22	8	Wisconsin	Ryan Moriarty
yHRVM148	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	42.866603	-88.33655	Soil	Hosta	Hosta sp.	Hosta	YHRVM_2D4	22	8	Wisconsin	Ryan Moriarty
yHRVM152	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	34.951681	-82.946213	Plant Matter	Ilex	Ilex sp.	Holly	YHRVM_13D4-CS	22	8	South Carolina	CTH parents
yHRVM157	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	42.866603	-88.33655	Soil	Hosta	Hosta sp.	Hosta	YHRVM_2D4	22	8	Wisconsin	Ryan Moriarty
yHRVM19	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	43.074376	-89.410549	Soil	NA	NA	NA	YHRVM_4D2	22	8	Wisconsin	S. Smead
yHRVM221	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	34.951681	-82.946213	Sand	NA	NA	NA	YHRVM_11D4-CS	22	8	South Carolina	CTH parents
yHRVM33	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	46.482739	-86.671216	Plant Matter	Fagus	NA	Beech	YHRVM_10CAHD2	30	8	Michigan	"Chris Hittinger, Amanda Hulfachor "
yHRVM76	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	35.992857	-78.890414	Bark	Unknown	Unknown	Unknown	YHRVM_16D3	30	8	North Carolina	Christina Kuang
yHRVM78	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	35.992857	-78.890414	Bark	Unknown	Unknown	Unknown	YHRVM_16D3	22	8	North Carolina	Christina Kuang
yHRVM81	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	36.911855	-80.319293	Soil	Quercus	Quercus alba	White Oak	YHRVM_14D3	22	8	Virginia	D. Leith Nye
yHKB115	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	44	-88	Soil	Quercus	Quercus rubra	Red Oak	YHKB_KBOCT7	22	0.8	Wisconsin	Bill Saucier
yHKB128	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	44	-88	Soil	Acer	Acer rubrum	Red Maple	YHKB_KBOCT9	22	0.8	Wisconsin	Bill Saucier
YHMH114	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	42.943977	-89.583042	Bark	Quercus	Quercus sp.	Oak	YHMH_45	10	0.8	Wisconsin	Max Haase
YHMH115	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	42.943977	-89.583042	Bark	Quercus	Quercus sp.	Oak	YHMH_45	10	0.8	Wisconsin	Max Haase
YHMH117	Saccharomyces paradoxus	Ascomycota	Saccharomycotina	42.945431	-89.584102	Soil	NA	NA	NA	YHMH_49	10	0.8	Wisconsin	Max Haase
yHKS537	Saccharomyces uvarum	Ascomycota	Saccharomycotina	47.855571	-121.971572	Bark	Cedrus	Cedrus sp.	Cedar	YHKS_#186	10	8	Washington	Emily Baker
yHQL182	Saccharomycopsis sp.	Ascomycota	Saccharomycotina	46.525703	-86.671012	Sap	Pinus	Pinus sp.	Pine	YHQL_A&CH13	10	8	Michigan	Amanda Hulfachor & Chris Hittinger
yHKS390	Saturnispora dispora	Ascomycota	Saccharomycotina	43.695741	-87.718414	Bark	Acer	Acer saccharum	Sugar Maple	YHKS_#139	10	8	Wisconsin	Kayla Sylvester
yHAB181	Saturnispora zaruensis	Ascomycota	Saccharomycotina	46.614039	-85.254133	Leaves	Acer	Acer saccharum	Sugar Maple	YHAB_1.8	22	8	Michigan	ABH/CTH
yHQL397	Saturnispora zaruensis	Ascomycota	Saccharomycotina	42.013309	-89.890341	Wood	Unknown	Unknown	Unknown	YHQL_AS#9	22	8	Illinois	Angela Sheddan
yHKS324	Scheffersomyces cyptocercus	Ascomycota	Saccharomycotina	43.695741	-87.718414	Bark	Fagus	Fagus grandifolia	American Beech	YHKS_#138	30	8	Wisconsin	Kayla Sylvester
yHKS603	Scheffersomyces cyptocercus	Ascomycota	Saccharomycotina	43.695741	-87.718414	Bark	Fagus	Fagus grandifolia	American Beech	YHKS_#234	22	8	Wisconsin	Kayla Sylvester
yHKS701	Scheffersomyces cyptocercus	Ascomycota	Saccharomycotina	43.695741	-87.718414	Bark	Fagus	Fagus grandifolia	American Beech	YHKS_#234	10	8	Wisconsin	Kayla Sylvester
yHAB210	Scheffersomyces ergatensis	Ascomycota	Saccharomycotina	46.603602	-85.206239	Bark	Betula	Betula papyrifera	White Birch	YHAB_2.15	22	8	Michigan	ABH/CTH
yHAB214	Scheffersomyces ergatensis	Ascomycota	Saccharomycotina	46.603602	-85.206239	Bark	Unknown	Unknown	Unknown	YHAB_2.21	22	8	Michigan	ABH/CTH
yHKS369	Scheffersomyces ergatensis	Ascomycota	Saccharomycotina	43.695741	-87.718414	Bark	Fagus	Fagus grandifolia	American Beech	YHKS_#138	22	8	Wisconsin	Kayla Sylvester
yHKS372	Scheffersomyces ergatensis	Ascomycota	Saccharomycotina	43.695741	-87.718414	Bark	NA	NA	NA	YHKS_#143	22	8	Wisconsin	Kayla Sylvester
yHKS389	Scheffersomyces ergatensis	Ascomycota	Saccharomycotina	43.695741	-87.718414	Bark	Fagus	Fagus grandifolia	American Beech	YHKS_#138	10	8	Wisconsin	Kayla Sylvester
yHKS391	Scheffersomyces ergatensis	Ascomycota	Saccharomycotina	43.695741	-87.718414	Bark	Fagus	Fagus grandifolia	American Beech	YHKS_#140	10	8	Wisconsin	Kayla Sylvester
yHKS394	Scheffersomyces ergatensis	Ascomycota	Saccharomycotina	43.695741	-87.718414	Bark	NA	NA	NA	YHKS_#143	10	8	Wisconsin	Kayla Sylvester
yHKS653	Scheffersomyces ergatensis	Ascomycota	Saccharomycotina	47.367135	-88.310052	Duff	Pinus	Pinus strobus	White Pine	YHKS_#258	22	8	Michigan	Chris Hittinger
yHKS683	Scheffersomyces ergatensis	Ascomycota	Saccharomycotina	43.060776	-88.402332	Bark	Quercus	Quercus sp.	Oak	YHKS_#218	10	8	Wisconsin	Kayla Sylvester
yHKS686	Scheffersomyces ergatensis	Ascomycota	Saccharomycotina	43.695741	-87.718414	Bark	Unknown	Unknown	Unknown	YHKS_#223	10	8	Wisconsin	Kayla Sylvester
yHKS726	Scheffersomyces ergatensis	Ascomycota	Saccharomycotina	47.367135	-88.310052	Duff	Pinus	Pinus strobus	White Pine	YHKS_#258	10	8	Michigan	Chris Hittinger
yHQL315	Scheffersomyces ergatensis	Ascomycota	Saccharomycotina	39.871665	-79.492928	Plant Matter	Unknown	Unknown	Unknown	YHQL_QL#11	22	8	Pennsylvania	Scott Zasadil
yHQL392	Scheffersomyces ergatensis	Ascomycota	Saccharomycotina	42.013309	-89.890341	Bark	Unknown	Unknown	Unknown	YHQL_AS#6	22	8	Illinois	Angela Sheddan
yHQL393	Scheffersomyces ergatensis	Ascomycota	Saccharomycotina	42.013309	-89.890341	Bark	Unknown	Unknown	Unknown	YHQL_AS#6	22	8	Illinois	Angela Sheddan
yHQL482	Scheffersomyces ergatensis	Ascomycota	Saccharomycotina	42.013309	-89.890341	Bark	Unknown	Unknown	Unknown	YHQL_AS#6	10	8	Illinois	Angela Sheddan
yHQL506	Scheffersomyces ergatensis	Ascomycota	Saccharomycotina	42.013309	-89.890341	Bark	Unknown	Unknown	Unknown	YHQL_AS#6	10	8	Illinois	Angela Sheddan
yHQL61	Scheffersomyces ergatensis	Ascomycota	Saccharomycotina	46.485556	-86.660833	Nut	Fagus	Fagus sp.	Beech	YHQL_A&CH22	22	8	Michigan	Amanda Hulfachor & Chris Hittinger
yHRVM117	Scheffersomyces ergatensis	Ascomycota	Saccharomycotina	47.861132	-122.060318	NA	NA	NA	NA	YHRVM_9D3	10	8	Washington	Emily Baker
yHRVM65	Scheffersomyces ergatensis	Ascomycota	Saccharomycotina	46.482739	-86.671216	Wood	Fagus	Fagus sp.	Beech	YHRVM_11CAHD2	10	8	Michigan	"Chris Hittinger, Amanda Hulfachor "
yHRVM96	Scheffersomyces ergatensis	Ascomycota	Saccharomycotina	47.861132	-122.060318	Mold	Unknown	Unknown	Jelly Mold	YHRVM_9D3	22	8	Washington	Emily Baker
yHRVM98	Scheffersomyces ergatensis	Ascomycota	Saccharomycotina	47.861132	-122.060318	Mold	Unknown	Unknown	Jelly Mold	YHRVM_9D3	30	8	Washington	Emily Baker
yHAB183	Scheffersomyces shehatae	Ascomycota	Saccharomycotina	45.71781	-86.669512	Soil	Betula	Betula papyrifera	White Birch	YHAB_3.4	22	8	Michigan	ABH/CTH
yHKS604	Scheffersomyces shehatae	Ascomycota	Saccharomycotina	43.695741	-87.718414	Bark	Fagus	Fagus grandifolia	American Beech	YHKS_#234	22	8	Wisconsin	Kayla Sylvester
yHKS608	Scheffersomyces shehatae	Ascomycota	Saccharomycotina	43.695741	-87.718414	Fungus	Fagus	Fagus grandifolia	American Beech	YHKS_#236	22	8	Wisconsin	Kayla Sylvester
yHKS702	Scheffersomyces shehatae	Ascomycota	Saccharomycotina	43.695741	-87.718414	Fungus	Fagus	Fagus grandifolia	American Beech	YHKS_#236	10	8	Wisconsin	Kayla Sylvester
yHKS704	Scheffersomyces shehatae	Ascomycota	Saccharomycotina	43.695741	-87.718414	Soil	Fagus	Fagus grandifolia	American Beech	YHKS_#237	10	8	Wisconsin	Kayla Sylvester
yHMH236	Scheffersomyces spartinae	Ascomycota	Saccharomycotina	39.999208	-78.239128	Soil	NA	NA	NA	YHMH_41	30	0.8	Pennsylvania	The Zasadil's
YHMH56	Scheffersomyces spartinae	Ascomycota	Saccharomycotina	36.168237	-75.756593	Sand	NA	NA	NA	YHMH_22	30	0.8	North Carolina	Laura Beck
YHMH59	Scheffersomyces spartinae	Ascomycota	Saccharomycotina	36.168237	-75.756593	Sand	NA	NA	NA	YHMH_22	30	0.8	North Carolina	Laura Beck
YHMH64	Scheffersomyces spartinae	Ascomycota	Saccharomycotina	36.168237	-75.756593	Sea Grass	Unknown	Unknown	Seagrass	YHMH_23	30	0.8	North Carolina	Laura Beck
YHMH76	Scheffersomyces spartinae	Ascomycota	Saccharomycotina	36.168237	-75.756593	Sea Grass	Unknown	Unknown	Seagrass	YHMH_23	22	0.8	North Carolina	Laura Beck
YHMH77	Scheffersomyces spartinae	Ascomycota	Saccharomycotina	36.168237	-75.756593	Sea Grass	Unknown	Unknown	Seagrass	YHMH_23	22	0.8	North Carolina	Laura Beck
YHMH78	Scheffersomyces spartinae	Ascomycota	Saccharomycotina	36.168237	-75.756593	Sea Grass	Unknown	Unknown	Seagrass	YHMH_23	22	0.8	North Carolina	Laura Beck
yHKS585	Scheffersomyces stipitis	Ascomycota	Saccharomycotina	43.695741	-87.718414	Soil	Fagus	Fagus grandifolia	American Beech	YHKS_#237	30	8	Wisconsin	Kayla Sylvester
yHKS15	Schizosaccharomyces japonicus	Ascomycota	Taphrinomycotina	42.993739	-87.963492	Bark	NA	NA	NA	YHKS_#1	30	8	Michigan	Kayla Sylvester
yHQL331	Schizosaccharomyces japonicus	Ascomycota	Taphrinomycotina	39.871665	-79.492928	Plant Matter	Unknown	Unknown	Unknown	YHQL_QL#11	30	8	Pennsylvania	Scott Zasadil
yHRVM93	Schizosaccharomyces japonicus	Ascomycota	Taphrinomycotina	36.911855	-80.319293	Soil	Quercus	Quercus alba	White Oak	YHRVM_12D3	30	8	Virginia	D. Leith Nye
yHKB69	Schizosaccharomyces japonicus	Ascomycota	Taphrinomycotina	44	-88	Humus	Monotropa	Monotropa uniflora	Ghost plant	YHKB_KBOCT12	30	0.8	Wisconsin	Bill Saucier
yHKS661	Schwanniomyces polymorphus	Ascomycota	Saccharomycotina	47.4416	-87.878877	Duff	Pinus	Pinus strobus	White Pine	YHKS_#250	30	8	Michigan	Chris Hittinger
yHKS662	Schwanniomyces polymorphus	Ascomycota	Saccharomycotina	47.4416	-87.878877	Duff	Pinus	Pinus strobus	White Pine	YHKS_#250	30	8	Michigan	Chris Hittinger
yHKS663	Schwanniomyces polymorphus	Ascomycota	Saccharomycotina	47.4416	-87.878877	Duff	Pinus	Pinus strobus	White Pine	YHKS_#250	30	8	Michigan	Chris Hittinger
yHKS671	Schwanniomyces polymorphus	Ascomycota	Saccharomycotina	47.367135	-88.310052	Duff	Pinus	Pinus strobus	White Pine	YHKS_#258	30	8	Michigan	Chris Hittinger
yHKS672	Schwanniomyces polymorphus	Ascomycota	Saccharomycotina	47.367135	-88.310052	Duff	Pinus	Pinus strobus	White Pine	YHKS_#258	30	8	Michigan	Chris Hittinger
